testament,strongs,default_rendering,occurrences,lsg_contains_default,agreement
OT,H6752,ombre,4,4,1.000
OT,H6778,raisins secs,4,4,1.000
OT,H6877,tour,4,4,1.000
OT,H6926,orient,4,4,1.000
OT,H6989,Ketura,4,4,1.000
OT,H7154,Kirjath-Baal,4,4,1.000
OT,H7184,coupe,4,4,1.000
OT,H7216,Ramoth,4,4,1.000
OT,H7256,quatrième génération,4,4,1.000
OT,H733,Arach,4,4,1.000
OT,H7344,Rehoboth,4,4,1.000
OT,H7348,Rehum,4,4,1.000
OT,H7353,brebis,4,4,1.000
OT,H7428,Rimmon-Pérets,4,4,1.000
OT,H7532,Ritspa,4,4,1.000
OT,H7727,Schobab,4,4,1.000
OT,H7784,rue,4,4,1.000
OT,H7792,mur,4,4,1.000
OT,H780,Ararat,4,4,1.000
OT,H7803,Schutélach,4,4,1.000
OT,H7958,cailles,4,4,1.000
OT,H8069,Schamir,4,4,1.000
OT,H8072,Samla,4,4,1.000
OT,H8113,Schimri,4,4,1.000
OT,H8124,Schimschaï,4,4,1.000
OT,H8149,Senir,4,4,1.000
OT,H8275,sceptre,4,4,1.000
OT,H8380,jumeaux,4,4,1.000
OT,H84,aile,4,4,1.000
OT,H8423,Tubal-Caïn,4,4,1.000
OT,H8425,Togarma,4,4,1.000
OT,H8450,bœuf,4,4,1.000
OT,H8495,bouc,4,4,1.000
OT,H864,Étham,4,4,1.000
OT,H877,citerne,4,4,1.000
OT,H88,Oboth,4,4,1.000
OT,H895,Babylone,4,4,1.000
NT,G1023,bras,3,3,1.000
NT,G1055,calme,3,3,1.000
NT,G1058,Gallion,3,3,1.000
NT,G110,immortalité,3,3,1.000
NT,G1115,Golgotha,3,3,1.000
NT,G1132,nudité,3,3,1.000
NT,G1179,Décapole,3,3,1.000
NT,G1200,geôlier,3,3,1.000
NT,G1214,Démas,3,3,1.000
NT,G1216,Démétrius,3,3,1.000
NT,G1238,diadème,3,3,1.000
NT,G1324,Didyme,3,3,1.000
NT,G1348,juge,3,3,1.000
NT,G1399,servante,3,3,1.000
NT,G1406,drachme,3,3,1.000
NT,G1408,course,3,3,1.000
NT,G1662,Éliakim,3,3,1.000
NT,G1802,Énoch,3,3,1.000
NT,G1889,Épaphras,3,3,1.000
NT,G2037,Éraste,3,3,1.000
NT,G2050,désolation,3,3,1.000
NT,G2073,soir,3,3,1.000
NT,G2074,Esrom,3,3,1.000
NT,G2099,évangéliste,3,3,1.000
NT,G2194,Zabulon,3,3,1.000
NT,G2216,Zorobabel,3,3,1.000
NT,G2265,Hérodiens,3,3,1.000
NT,G2269,Ésaü,3,3,1.000
NT,G2330,été,3,3,1.000
NT,G2392,guérison,3,3,1.000
NT,G2408,Jérémie,3,3,1.000
NT,G2459,Justus,3,3,1.000
NT,G2487,trace,3,3,1.000
NT,G2535,Caïn,3,3,1.000
NT,G258,renard,3,3,1.000
NT,G2631,condamnation,3,3,1.000
NT,G2763,potier,3,3,1.000
NT,G2771,gain,3,3,1.000
NT,G2804,Claude,3,3,1.000
NT,G284,Aminadab,3,3,1.000
NT,G2892,garde,3,3,1.000
NT,G3018,Lévi,3,3,1.000
NT,G3019,Lévite,3,3,1.000
NT,G3040,port,3,3,1.000
NT,G3065,Luc,3,3,1.000
NT,G3079,Lysias,3,3,1.000
NT,G3119,maladie,3,3,1.000
NT,G3153,vanité,3,3,1.000
NT,G3172,majesté,3,3,1.000
NT,G320,lecture,3,3,1.000
NT,G3321,milieu du ciel,3,3,1.000
NT,G3372,longueur,3,3,1.000
NT,G3399,Milet,3,3,1.000
NT,G3426,boisseau,3,3,1.000
NT,G3444,forme,3,3,1.000
NT,G3449,peine,3,3,1.000
NT,G3476,Naasson,3,3,1.000
NT,G3646,holocauste,3,3,1.000
NT,G3732,oiseau,3,3,1.000
NT,G3857,paradis,3,3,1.000
NT,G3876,désobéissance,3,3,1.000
NT,G3965,famille,3,3,1.000
NT,G4005,Pentecôte,3,3,1.000
NT,G4192,douleur,3,3,1.000
NT,G4403,poupe,3,3,1.000
NT,G4432,pauvreté,3,3,1.000
NT,G4457,endurcissement,3,3,1.000
NT,G4476,aiguille,3,3,1.000
NT,G4528,Salathiel,3,3,1.000
NT,G4533,Salmon,3,3,1.000
NT,G4545,Samuel,3,3,1.000
NT,G4554,Sardes,3,3,1.000
NT,G4628,jambe,3,3,1.000
NT,G4699,éponge,3,3,1.000
NT,G4718,raisin,3,3,1.000
NT,G4721,toit,3,3,1.000
NT,G5,Abba,3,3,1.000
NT,G5019,Tarse,3,3,1.000
NT,G5085,Tibériade,3,3,1.000
NT,G5147,sentier,3,3,1.000
NT,G5338,lumière,3,3,1.000
NT,G5403,Phénicie,3,3,1.000
NT,G5545,onction,3,3,1.000
NT,G5546,Chrétien,3,3,1.000
NT,G5589,miette,3,3,1.000
NT,G5592,froid,3,3,1.000
NT,G647,divorce,3,3,1.000
NT,G7,Abia,3,3,1.000
NT,G810,débauche,3,3,1.000
NT,G959,Bérénice,3,3,1.000
NT,G999,fosse,3,3,1.000
OT,H1078,Bel,3,3,1.000
OT,H1083,Bilga,3,3,1.000
OT,H1094,haillons,3,3,1.000
OT,H1098,fourrage,3,3,1.000
OT,H1138,Bunni,3,3,1.000
OT,H1191,Baalath,3,3,1.000
OT,H1195,Baana,3,3,1.000
OT,H1209,Betsaï,3,3,1.000
OT,H1229,Bakbukia,3,3,1.000
OT,H124,sardoine,3,3,1.000
OT,H1279,mets,3,3,1.000
OT,H1294,Beraca,3,3,1.000
OT,H140,Adonikam,3,3,1.000
OT,H1458,dos,3,3,1.000
OT,H1462,sauterelle,3,3,1.000
OT,H1501,sauterelle,3,3,1.000
OT,H152,Adrammélec,3,3,1.000
OT,H1559,Galal,3,3,1.000
OT,H1618,gale,3,3,1.000
OT,H1733,tante,3,3,1.000
OT,H181,tison,3,3,1.000
OT,H187,Uzal,3,3,1.000
OT,H1886,Dothan,3,3,1.000
OT,H1943,malheur,3,3,1.000
OT,H1955,Hosée,3,3,1.000
OT,H201,Omar,3,3,1.000
OT,H2012,Héna,3,3,1.000
OT,H204,On,3,3,1.000
OT,H2181,prostituée,3,3,1.000
OT,H22,Abiel,3,3,1.000
OT,H2203,poix,3,3,1.000
OT,H2291,Haggi,3,3,1.000
OT,H2307,Hadid,3,3,1.000
OT,H2385,éclair,3,3,1.000
OT,H2443,hameçon,3,3,1.000
OT,H2473,Holon,3,3,1.000
OT,H250,Ezrachite,3,3,1.000
OT,H2538,Hamul,3,3,1.000
OT,H254,brasier,3,3,1.000
OT,H2564,bitume,3,3,1.000
OT,H2597,dédicace,3,3,1.000
OT,H2635,argile,3,3,1.000
OT,H2650,Huppim,3,3,1.000
OT,H2772,Horonite,3,3,1.000
OT,H2830,airain poli,3,3,1.000
OT,H294,Ahisamac,3,3,1.000
OT,H2984,Jibhar,3,3,1.000
OT,H2991,Jibleam,3,3,1.000
OT,H3037,Jaddua,3,3,1.000
OT,H3095,diamant,3,3,1.000
OT,H3156,Jizrachja,3,3,1.000
OT,H3207,jeune fille,3,3,1.000
OT,H3208,jeunesse,3,3,1.000
OT,H3239,Janoach,3,3,1.000
OT,H3337,Jetser,3,3,1.000
OT,H3353,oiseleur,3,3,1.000
OT,H3362,Jokneam,3,3,1.000
OT,H3402,Jarib,3,3,1.000
OT,H3430,Jischbi-Benob,3,3,1.000
OT,H3471,jaspe,3,3,1.000
OT,H3482,Israélite,3,3,1.000
OT,H3506,Jithran,3,3,1.000
OT,H3598,Pléiades,3,3,1.000
OT,H3646,cumin,3,3,1.000
OT,H365,biche,3,3,1.000
OT,H3663,Kenania,3,3,1.000
OT,H368,Émim,3,3,1.000
OT,H3698,épeautre,3,3,1.000
OT,H3731,Caphtor,3,3,1.000
OT,H3732,Caphtorim,3,3,1.000
OT,H3746,Kéréthiens,3,3,1.000
OT,H3751,Carkemisch,3,3,1.000
OT,H3773,poutre,3,3,1.000
OT,H3779,Chaldéen,3,3,1.000
OT,H3804,couronne,3,3,1.000
OT,H3825,cœur,3,3,1.000
OT,H384,Ithiel,3,3,1.000
OT,H3842,lune,3,3,1.000
OT,H3896,Léchi,3,3,1.000
OT,H3904,concubine,3,3,1.000
OT,H3918,lion,3,3,1.000
OT,H4002,source,3,3,1.000
OT,H4017,Mibsam,3,3,1.000
OT,H4083,province,3,3,1.000
OT,H4119,dot,3,3,1.000
OT,H417,grêle,3,3,1.000
OT,H4175,pluie,3,3,1.000
OT,H4177,rasoir,3,3,1.000
OT,H4199,Mizza,3,3,1.000
OT,H4205,plaie,3,3,1.000
OT,H4365,filet,3,3,1.000
OT,H4533,voile,3,3,1.000
OT,H4654,ruine,3,3,1.000
OT,H4659,œuvre,3,3,1.000
OT,H4717,marteau,3,3,1.000
OT,H473,Élischa,3,3,1.000
OT,H4898,Meschézabeel,3,3,1.000
OT,H4947,linteau,3,3,1.000
OT,H4973,mâchoire,3,3,1.000
OT,H5025,Nobach,3,3,1.000
OT,H508,Elpaal,3,3,1.000
OT,H5094,lumière,3,3,1.000
OT,H5224,Néco,3,3,1.000
OT,H5294,Nearia,3,3,1.000
OT,H5303,géant,3,3,1.000
OT,H5305,Naphisch,3,3,1.000
OT,H5309,avorton,3,3,1.000
OT,H5393,chambre,3,3,1.000
OT,H5499,haillons,3,3,1.000
OT,H5570,Senaa,3,3,1.000
OT,H5575,aveuglement,3,3,1.000
OT,H5609,livre,3,3,1.000
OT,H5659,servitude,3,3,1.000
OT,H5660,Abdi,3,3,1.000
OT,H5717,Adiel,3,3,1.000
OT,H5729,Éden,3,3,1.000
OT,H5740,Éder,3,3,1.000
OT,H5754,ruine,3,3,1.000
OT,H5762,Avith,3,3,1.000
OT,H5809,Azzur,3,3,1.000
OT,H5812,Azazia,3,3,1.000
OT,H5837,Azriel,3,3,1.000
OT,H5870,œil,3,3,1.000
OT,H606,homme,3,3,1.000
OT,H6063,Aner,3,3,1.000
OT,H6111,Atsmon,3,3,1.000
OT,H6142,Ikkesch,3,3,1.000
OT,H6162,gage,3,3,1.000
OT,H6253,Astarté,3,3,1.000
OT,H6309,graisse,3,3,1.000
OT,H6360,marteau,3,3,1.000
OT,H6378,fiole,3,3,1.000
OT,H6414,juges,3,3,1.000
OT,H6444,Peninna,3,3,1.000
OT,H6497,coloquinte,3,3,1.000
OT,H6506,mule,3,3,1.000
OT,H6517,pot,3,3,1.000
OT,H660,vipère,3,3,1.000
OT,H6727,Tsicha,3,3,1.000
OT,H6741,Tsilla,3,3,1.000
OT,H6747,plat,3,3,1.000
OT,H6756,Tsalmon,3,3,1.000
OT,H6809,voile,3,3,1.000
OT,H6880,frelon,3,3,1.000
OT,H6886,Sarepta,3,3,1.000
OT,H6891,Tsarthan,3,3,1.000
OT,H69,pierre,3,3,1.000
OT,H6981,Koré,3,3,1.000
OT,H7055,Kemuel,3,3,1.000
OT,H712,coffre,3,3,1.000
OT,H7271,pied,3,3,1.000
OT,H741,autel,3,3,1.000
OT,H7464,compagne,3,3,1.000
OT,H7476,pensée,3,3,1.000
OT,H7635,sentier,3,3,1.000
OT,H7659,sept fois,3,3,1.000
OT,H7708,Siddim,3,3,1.000
OT,H7720,croissant,3,3,1.000
OT,H7766,Sunem,3,3,1.000
OT,H7868,ancien,3,3,1.000
OT,H788,Aschbel,3,3,1.000
OT,H7882,fosse,3,3,1.000
OT,H7924,intelligence,3,3,1.000
OT,H7928,Sichem,3,3,1.000
OT,H7957,flamme,3,3,1.000
OT,H813,Aschkenaz,3,3,1.000
OT,H8206,Schuppim,3,3,1.000
OT,H844,Asriel,3,3,1.000
OT,H8540,prodiges,3,3,1.000
OT,H861,fournaise,3,3,1.000
OT,H8669,désir,3,3,1.000
OT,H938,Buz,3,3,1.000
OT,H966,Bézek,3,3,1.000
OT,H979,jeunesse,3,3,1.000
NT,G10,Abiud,2,2,1.000
NT,G1005,nord,2,2,1.000
NT,G1010,conseiller,2,2,1.000
NT,G1015,colline,2,2,1.000
NT,G1017,prix,2,2,1.000
NT,G1028,pluie,2,2,1.000
NT,G1043,Gabriel,2,2,1.000
NT,G1059,Gamaliel,2,2,1.000
NT,G1068,Gethsémané,2,2,1.000
NT,G107,Azor,2,2,1.000
NT,G1076,généalogie,2,2,1.000
NT,G1077,anniversaire,2,2,1.000
NT,G1083,naissance,2,2,1.000
NT,G1101,bourse,2,2,1.000
NT,G1202,prisonnier,2,2,1.000
NT,G128,Éthiopien,2,2,1.000
NT,G13,Agabus,2,2,1.000
NT,G132,Énée,2,2,1.000
NT,G1333,deux ans,2,2,1.000
NT,G1347,justification,2,2,1.000
NT,G1383,épreuve,2,2,1.000
NT,G1393,Dorcas,2,2,1.000
NT,G1403,festin,2,2,1.000
NT,G1434,don,2,2,1.000
NT,G1478,Ézéchias,2,2,1.000
NT,G1648,Éléazar,2,2,1.000
NT,G1674,Grecque,2,2,1.000
NT,G1703,moqueur,2,2,1.000
NT,G1775,unité,2,2,1.000
NT,G1791,honte,2,2,1.000
NT,G1862,promesse,2,2,1.000
NT,G1885,province,2,2,1.000
NT,G1891,Épaphrodite,2,2,1.000
NT,G2053,laine,2,2,1.000
NT,G2058,interprétation,2,2,1.000
NT,G2072,miroir,2,2,1.000
NT,G2166,Euphrate,2,2,1.000
NT,G2167,joie,2,2,1.000
NT,G2183,classe,2,2,1.000
NT,G2238,menthe,2,2,1.000
NT,G224,farine,2,2,1.000
NT,G2247,clou,2,2,1.000
NT,G2280,Thaddée,2,2,1.000
NT,G2321,Théophile,2,2,1.000
NT,G2327,moissonneur,2,2,1.000
NT,G2376,fenêtre,2,2,1.000
NT,G2405,sacerdoce,2,2,1.000
NT,G2406,sacerdoce,2,2,1.000
NT,G2423,Jéchonias,2,2,1.000
NT,G2454,judaïsme,2,2,1.000
NT,G2460,cavalier,2,2,1.000
NT,G2463,arc-en-ciel,2,2,1.000
NT,G2485,petit poisson,2,2,1.000
NT,G2488,Joatham,2,2,1.000
NT,G2489,Jeanne,2,2,1.000
NT,G2496,Joram,2,2,1.000
NT,G2498,Josaphat,2,2,1.000
NT,G2502,Josias,2,2,1.000
NT,G2587,Cappadoce,2,2,1.000
NT,G2636,médisance,2,2,1.000
NT,G2682,nid,2,2,1.000
NT,G2732,habitation,2,2,1.000
NT,G2738,chaleur,2,2,1.000
NT,G2765,cruche,2,2,1.000
NT,G28,Agar,2,2,1.000
NT,G2823,four,2,2,1.000
NT,G2829,vol,2,2,1.000
NT,G2851,châtiment,2,2,1.000
NT,G2874,fumier,2,2,1.000
NT,G2907,viande,2,2,1.000
NT,G2921,Crispus,2,2,1.000
NT,G293,filet,2,2,1.000
NT,G2930,cristal,2,2,1.000
NT,G2942,pilote,2,2,1.000
NT,G30,vase,2,2,1.000
NT,G300,Amon,2,2,1.000
NT,G3030,encens,2,2,1.000
NT,G3031,encensoir,2,2,1.000
NT,G3046,livre,2,2,1.000
NT,G3066,Lucius,2,2,1.000
NT,G3070,Lydie,2,2,1.000
NT,G3083,rançon,2,2,1.000
NT,G3157,Matthan,2,2,1.000
NT,G3159,Matthias,2,2,1.000
NT,G3161,Mattathias,2,2,1.000
NT,G3180,ruse,2,2,1.000
NT,G3183,ivrogne,2,2,1.000
NT,G3197,Melchi,2,2,1.000
NT,G3314,midi,2,2,1.000
NT,G3318,Mésopotamie,2,2,1.000
NT,G3323,Messie,2,2,1.000
NT,G3413,Michel,2,2,1.000
NT,G342,renouvellement,2,2,1.000
NT,G3438,demeure,2,2,1.000
NT,G3465,Mysie,2,2,1.000
NT,G3487,nard,2,2,1.000
NT,G3597,voyage,2,2,1.000
NT,G3604,Ozias,2,2,1.000
NT,G3683,Onésiphore,2,2,1.000
NT,G3712,brasse,2,2,1.000
NT,G3733,poule,2,2,1.000
NT,G3742,sainteté,2,2,1.000
NT,G3872,dépôt,2,2,1.000
NT,G3953,plat,2,2,1.000
NT,G3974,Paphos,2,2,1.000
NT,G4010,Pergame,2,2,1.000
NT,G4030,casque,2,2,1.000
NT,G4079,gouvernail,2,2,1.000
NT,G4099,Pisidie,2,2,1.000
NT,G4195,Pont,2,2,1.000
NT,G4196,Publius,2,2,1.000
NT,G4200,gain,2,2,1.000
NT,G4233,officier,2,2,1.000
NT,G4242,ambassade,2,2,1.000
NT,G4268,prescience,2,2,1.000
NT,G4398,prophétesse,2,2,1.000
NT,G4408,proue,2,2,1.000
NT,G4425,van,2,2,1.000
NT,G4443,feu,2,2,1.000
NT,G4460,Rahab,2,2,1.000
NT,G4465,licteur,2,2,1.000
NT,G4473,aspersion,2,2,1.000
NT,G4497,Roboam,2,2,1.000
NT,G4504,Rufus,2,2,1.000
NT,G4532,Salem,2,2,1.000
NT,G4539,Salomé,2,2,1.000
NT,G4542,Samaritaine,2,2,1.000
NT,G4547,sandale,2,2,1.000
NT,G4568,mesure,2,2,1.000
NT,G4600,joue,2,2,1.000
NT,G4602,silence,2,2,1.000
NT,G4636,tente,2,2,1.000
NT,G4666,myrrhe,2,2,1.000
NT,G4681,Espagne,2,2,1.000
NT,G47,pureté,2,2,1.000
NT,G4756,armée,2,2,1.000
NT,G4988,Sosthène,2,2,1.000
NT,G5000,Tabitha,2,2,1.000
NT,G5045,charpentier,2,2,1.000
NT,G5050,perfection,2,2,1.000
NT,G508,chambre haute,2,2,1.000
NT,G5146,chardon,2,2,1.000
NT,G5165,plat,2,2,1.000
NT,G5168,trou,2,2,1.000
NT,G5172,délices,2,2,1.000
NT,G5194,verre,2,2,1.000
NT,G5211,Hyménée,2,2,1.000
NT,G5215,hymne,2,2,1.000
NT,G5223,biens,2,2,1.000
NT,G5301,hysope,2,2,1.000
NT,G5313,hauteur,2,2,1.000
NT,G5326,fantôme,2,2,1.000
NT,G5359,Philadelphie,2,2,1.000
NT,G5381,hospitalité,2,2,1.000
NT,G5469,mors,2,2,1.000
NT,G5474,French (fr) rendering: laiton fin,2,2,1.000
NT,G5488,Charran,2,2,1.000
NT,G5511,manteau,2,2,1.000
NT,G5518,mesure,2,2,1.000
NT,G5521,fiel,2,2,1.000
NT,G5522,poussière,2,2,1.000
NT,G5523,Chorazin,2,2,1.000
NT,G5533,débiteur,2,2,1.000
NT,G5540,usage,2,2,1.000
NT,G5569,faux frères,2,2,1.000
NT,G5577,faux témoignage,2,2,1.000
NT,G5580,faux Christ,2,2,1.000
NT,G5606,épaule,2,2,1.000
NT,G582,recensement,2,2,1.000
NT,G663,sévérité,2,2,1.000
NT,G688,Arabie,2,2,1.000
NT,G70,veille,2,2,1.000
NT,G743,archange,2,2,1.000
NT,G751,Archippe,2,2,1.000
NT,G760,Asa,2,2,1.000
NT,G768,Aser,2,2,1.000
NT,G789,Assos,2,2,1.000
NT,G822,vapeur,2,2,1.000
NT,G881,Achaz,2,2,1.000
NT,G885,Achim,2,2,1.000
NT,G894,absinthe,2,2,1.000
NT,G960,Bérée,2,2,1.000
NT,G978,Bithynie,2,2,1.000
OT,H1009,Beth-Arbel,2,2,1.000
OT,H1013,Beth-Gader,2,2,1.000
OT,H1014,Beth-Gamul,2,2,1.000
OT,H1015,Beth-Diblathaïm,2,2,1.000
OT,H1027,Beth-Haram,2,2,1.000
OT,H1028,Beth-Haran,2,2,1.000
OT,H1033,Beth-Car,2,2,1.000
OT,H1034,Beth-Lebaoth,2,2,1.000
OT,H1036,Beth-Leaphra,2,2,1.000
OT,H1041,Beth-Azmaveth,2,2,1.000
OT,H1042,Beth-Anoth,2,2,1.000
OT,H1048,Beth-Patsets,2,2,1.000
OT,H105,bassins,2,2,1.000
OT,H1054,Beth-Tappuach,2,2,1.000
OT,H106,poing,2,2,1.000
OT,H108,vapeur,2,2,1.000
OT,H1081,Baladan,2,2,1.000
OT,H110,Adbeel,2,2,1.000
OT,H112,Iddo,2,2,1.000
OT,H1126,Ben-Oni,2,2,1.000
OT,H1139,Bené-Berak,2,2,1.000
OT,H1151,Ben-Ammi,2,2,1.000
OT,H1153,Bésaï,2,2,1.000
OT,H1161,terreurs,2,2,1.000
OT,H1174,Baal-Hamon,2,2,1.000
OT,H1175,Bealoth,2,2,1.000
OT,H1178,Baal-Hatsor,2,2,1.000
OT,H1184,Baalé-Juda,2,2,1.000
OT,H1190,Baal-Schalischa,2,2,1.000
OT,H1193,Baal-Thamar,2,2,1.000
OT,H1205,terreur,2,2,1.000
OT,H1218,Botskath,2,2,1.000
OT,H1220,or,2,2,1.000
OT,H1226,sécheresse,2,2,1.000
OT,H1227,Bakbuk,2,2,1.000
OT,H1235,demi-sicle,2,2,1.000
OT,H1255,Berodac-Baladan,2,2,1.000
OT,H1269,Birzavith,2,2,1.000
OT,H1302,Barkos,2,2,1.000
OT,H131,Adummim,2,2,1.000
OT,H1337,Bath-Rabbim,2,2,1.000
OT,H1340,Bath-Schua,2,2,1.000
OT,H1359,Gob,2,2,1.000
OT,H1370,force,2,2,1.000
OT,H1386,montagne,2,2,1.000
OT,H1403,Gabriel,2,2,1.000
OT,H1407,coriandre,2,2,1.000
OT,H141,Adoniram,2,2,1.000
OT,H1412,Gudgoda,2,2,1.000
OT,H1424,Gadi,2,2,1.000
OT,H1444,mur,2,2,1.000
OT,H146,Addar,2,2,1.000
OT,H1480,corps,2,2,1.000
OT,H1485,Gur-Baal,2,2,1.000
OT,H1495,Gazez,2,2,1.000
OT,H150,darique,2,2,1.000
OT,H1502,Gazzam,2,2,1.000
OT,H151,Adoram,2,2,1.000
OT,H1510,décret,2,2,1.000
OT,H1512,ventre,2,2,1.000
OT,H1525,joie,2,2,1.000
OT,H1527,Guinath,2,2,1.000
OT,H1542,Guilo,2,2,1.000
OT,H1554,Gallim,2,2,1.000
OT,H1567,Galed,2,2,1.000
OT,H161,Ohad,2,2,1.000
OT,H1664,Guitthaïm,2,2,1.000
OT,H1666,Guéter,2,2,1.000
OT,H1728,pêcheur,2,2,1.000
OT,H1744,huppe,2,2,1.000
OT,H1745,silence,2,2,1.000
OT,H1762,chute,2,2,1.000
OT,H1771,pêcheur,2,2,1.000
OT,H1772,vautour,2,2,1.000
OT,H1775,Dimon,2,2,1.000
OT,H1805,seau,2,2,1.000
OT,H1812,gouttière,2,2,1.000
OT,H1838,Dinhaba,2,2,1.000
OT,H1842,Dan-Jaan,2,2,1.000
OT,H1850,Dophka,2,2,1.000
OT,H1853,Dikla,2,2,1.000
OT,H1859,génération,2,2,1.000
OT,H1861,aiguillon,2,2,1.000
OT,H1866,hirondelle,2,2,1.000
OT,H1874,Darkon,2,2,1.000
OT,H189,Évi,2,2,1.000
OT,H1894,ébène,2,2,1.000
OT,H1907,conseiller,2,2,1.000
OT,H1912,Inde,2,2,1.000
OT,H1941,Hodija,2,2,1.000
OT,H195,Ulaï,2,2,1.000
OT,H1956,Hothir,2,2,1.000
OT,H1985,Hillel,2,2,1.000
OT,H2016,contraire,2,2,1.000
OT,H2068,Zabdiel,2,2,1.000
OT,H2070,mouche,2,2,1.000
OT,H2079,Zabbaï,2,2,1.000
OT,H2099,Ziv,2,2,1.000
OT,H210,Uphaz,2,2,1.000
OT,H2124,Ziza,2,2,1.000
OT,H2175,Zimran,2,2,1.000
OT,H2190,Zaavan,2,2,1.000
OT,H2221,semence,2,2,1.000
OT,H2235,légumes,2,2,1.000
OT,H2241,Zétham,2,2,1.000
OT,H2246,Hobab,2,2,1.000
OT,H2265,Habacuc,2,2,1.000
OT,H2269,compagnon,2,2,1.000
OT,H2286,Hagaba,2,2,1.000
OT,H2301,Hadad,2,2,1.000
OT,H2304,joie,2,2,1.000
OT,H2313,Hiddékel,2,2,1.000
OT,H2332,Ève,2,2,1.000
OT,H2343,Hul,2,2,1.000
OT,H2369,Hotham,2,2,1.000
OT,H2387,Hézir,2,2,1.000
OT,H2408,péché,2,2,1.000
OT,H2417,vie,2,2,1.000
OT,H242,Uzzen-Schééra,2,2,1.000
OT,H243,Aznoth-Thabor,2,2,1.000
OT,H2431,Hélam,2,2,1.000
OT,H2437,Hira,2,2,1.000
OT,H244,Ozni,2,2,1.000
OT,H246,chaînes,2,2,1.000
OT,H2468,Hulda,2,2,1.000
OT,H248,bras,2,2,1.000
OT,H2507,Hélek,2,2,1.000
OT,H2520,Helkath,2,2,1.000
OT,H2521,Helkath-Hatsurim,2,2,1.000
OT,H2540,Hammon,2,2,1.000
OT,H2577,Hamathien,2,2,1.000
OT,H2592,Hanniel,2,2,1.000
OT,H2692,Hatsar-Addar,2,2,1.000
OT,H2693,Hatsar-Gadda,2,2,1.000
OT,H2697,Hetsronites,2,2,1.000
OT,H2702,Hatsar-Susim,2,2,1.000
OT,H2709,Hakupha,2,2,1.000
OT,H2726,Harbona,2,2,1.000
OT,H2732,Harada,2,2,1.000
OT,H2744,Harhur,2,2,1.000
OT,H2756,Hariph,2,2,1.000
OT,H277,Achi,2,2,1.000
OT,H2770,faucille,2,2,1.000
OT,H2797,Harscha,2,2,1.000
OT,H28,Abida,2,2,1.000
OT,H2817,Hasupha,2,2,1.000
OT,H2855,Hethlon,2,2,1.000
OT,H2899,Tob-Adonija,2,2,1.000
OT,H2906,montagne,2,2,1.000
OT,H2924,agneau,2,2,1.000
OT,H2953,ongle,2,2,1.000
OT,H2978,entrée,2,2,1.000
OT,H2995,Jabneel,2,2,1.000
OT,H3011,Jogbeha,2,2,1.000
OT,H3047,Jada,2,2,1.000
OT,H306,améthyste,2,2,1.000
OT,H3085,Jehoadda,2,2,1.000
OT,H3115,Jokébed,2,2,1.000
OT,H3149,Jeziel,2,2,1.000
OT,H3153,Jezania,2,2,1.000
OT,H3165,Jechdia,2,2,1.000
OT,H3180,cerf,2,2,1.000
OT,H3217,gale,2,2,1.000
OT,H3223,Jemuel,2,2,1.000
OT,H3241,Janum,2,2,1.000
OT,H3265,Jaïr,2,2,1.000
OT,H3279,Jaala,2,2,1.000
OT,H3283,autruche,2,2,1.000
OT,H3300,Jaasiel,2,2,1.000
OT,H3350,embrasement,2,2,1.000
OT,H3356,Jakim,2,2,1.000
OT,H3360,Jekameam,2,2,1.000
OT,H3361,Jokmeam,2,2,1.000
OT,H3371,Joktheel,2,2,1.000
OT,H3377,Jareb,2,2,1.000
OT,H3392,Jérach,2,2,1.000
OT,H3481,Israélite,2,2,1.000
OT,H3507,Jithream,2,2,1.000
OT,H3521,Cabul,2,2,1.000
OT,H3549,sacrificateur,2,2,1.000
OT,H3555,brûlure,2,2,1.000
OT,H3561,gâteau,2,2,1.000
OT,H3567,Cyrus,2,2,1.000
OT,H3571,Éthiopienne,2,2,1.000
OT,H3576,mensonge,2,2,1.000
OT,H3579,Cozbi,2,2,1.000
OT,H3624,vieillesse,2,2,1.000
OT,H3633,Calcol,2,2,1.000
OT,H3681,couverture,2,2,1.000
OT,H3695,Casluhim,2,2,1.000
OT,H3703,Casiphia,2,2,1.000
OT,H3710,rocher,2,2,1.000
OT,H3723,village,2,2,1.000
OT,H3749,rebord,2,2,1.000
OT,H3819,Lo-Ruchama,2,2,1.000
OT,H3838,Lebana,2,2,1.000
OT,H3839,peuplier,2,2,1.000
OT,H3910,myrrhe,2,2,1.000
OT,H3927,Lemuel,2,2,1.000
OT,H4,fruit,2,2,1.000
OT,H4014,Mibtsar,2,2,1.000
OT,H4025,Magdiel,2,2,1.000
OT,H4027,Migdal-El,2,2,1.000
OT,H4028,Migdal-Gad,2,2,1.000
OT,H4029,Migdal-Éder,2,2,1.000
OT,H4038,faucille,2,2,1.000
OT,H4051,Migron,2,2,1.000
OT,H4064,maladie,2,2,1.000
OT,H4067,taille,2,2,1.000
OT,H4068,Madon,2,2,1.000
OT,H4071,bûcher,2,2,1.000
OT,H4089,Madmanna,2,2,1.000
OT,H4091,Medan,2,2,1.000
OT,H4144,fondement,2,2,1.000
OT,H419,Eldad,2,2,1.000
OT,H4191,mort,2,2,1.000
OT,H4202,vivres,2,2,1.000
OT,H4203,nourriture,2,2,1.000
