strongs_num,strongs_id,lemma,translit,english_default,definition,occurrences,lang,existing_rendering,proposed_rendering,status,notes
1660,G1660,ἔλευσις,éleusis,coming,:--coming.,1,vi,,sự đến,needs_review,
1663,G1663,Ἐλιέζερ,Eliézer,Eliezer,:--Eliezer.,1,vi,,Ê-li-ê-xe,needs_review,
1666,G1666,Ἐλισσαῖος,Elissaîos,Elisha,:--Elissæus.,1,vi,,Ê-li-sê,needs_review,
1671,G1671,Ἑλλάς,Hellás,Greece,:--Greece.,1,vi,,Hy Lạp,needs_review,
1678,G1678,Ἐλμωδάμ,Elmōdám,Elmodam,:--Elmodam.,1,vi,,Ên-mô-đam,needs_review,
1681,G1681,Ἐλύμας,Elýmas,Elymas,:--Elymas.,1,vi,,Ê-ly-ma,needs_review,
1694,G1694,Ἐμμανουήλ,Emmanouḗl,Emmanuel,:--Emmanuel.,1,vi,,Em-ma-nu-ên,needs_review,
1695,G1695,Ἐμμαούς,Emmaoús,Emmaus,:--Emmaus.,1,vi,,Êm-ma-út,needs_review,
1701,G1701,ἐμπαιγμός,empaigmós,mocking,:--mocking.,1,vi,,nhạo báng,needs_review,
1708,G1708,ἐμπλοκή,emplokḗ,plaiting,:--plaiting.,1,vi,,bện tóc,needs_review,
1711,G1711,ἐμπορία,emporía,merchandise,:--merchandise.,1,vi,,hàng hóa,needs_review,
1712,G1712,ἐμπόριον,empórion,merchandise,:--merchandise.,1,vi,,hàng hóa,needs_review,
1730,G1730,ἔνδειγμα,éndeigma,manifest token,:--manifest token.,1,vi,,dấu hiệu tỏ tường,needs_review,
1739,G1739,ἐνδόμησις,endómēsis,building,:--building.,1,vi,,sự xây cất,needs_review,
1745,G1745,ἔνδυσις,éndysis,putting on,:--putting on.,1,vi,,mặc vào,needs_review,
1747,G1747,ἐνέδρα,enédra,lay wait,:--lay wait.,1,vi,,sự phục kích,needs_review,
1749,G1749,ἔνεδρον,énedron,lying in wait,:--lying in wait.,1,vi,,sự rình rập,needs_review,
1798,G1798,ἐνύπνιον,enýpnion,dream,:--dream.,1,vi,,chiêm bao,needs_review,
1800,G1800,Ἐνώς,Enṓs,Enos,:--Enos.,1,vi,,Ê-nót,needs_review,
1815,G1815,ἐξανάστασις,exanástasis,resurrection,:--resurrection.,1,vi,,sự sống lại,needs_review,
1829,G1829,ἐξέραμα,exérama,vomit,:--vomit.,1,vi,,chất nôn,needs_review,
1838,G1838,ἕξις,héxis,practice,:--use.,1,vi,,thói quen,needs_review,
1845,G1845,ἐξορκιστής,exorkistḗs,exorcist,:--exorcist.,1,vi,,thầy trừ quỷ,needs_review,
1851,G1851,ἐξοχή,exochḗ,principal,:--principal.,1,vi,,bậc cao trọng,needs_review,
1866,G1866,Ἐπαίνετος,Epaínetos,Epenetus,:--Epenetus.,1,vi,,Ê-phê-nết,needs_review,
1882,G1882,ἐπανόρθωσις,epanórthōsis,correction,:-- correction.,1,vi,,sự sửa trị,needs_review,
1886,G1886,ἔπαυλις,épaulis,habitation,:--habitation.,1,vi,,nơi ở,needs_review,
1898,G1898,ἐπεισαγωγή,epeisagōgḗ,bringing in,:--bringing in.,1,vi,,sự đem vào,needs_review,
1903,G1903,ἐπενδύτης,ependýtēs,fisher coat,:--fisher's coat.,1,vi,,áo lưới,needs_review,
1906,G1906,ἐπερώτημα,eperṓtēma,pledge,:--answer.,1,vi,,lời hứa,needs_review,
1938,G1938,ἐπιθυμητής,epithymētḗs,lustful person,:--+ lust after.,1,vi,,người ham muốn,needs_review,
1942,G1942,ἐπικάλυμα,epikályma,cloak,:--cloke.,1,vi,,màn che,needs_review,
1946,G1946,Ἐπικούρειος,Epikoúreios,Epicurean,:--Epicurean.,1,vi,,Người theo chủ nghĩa Epicurus,needs_review,
1947,G1947,ἐπικουρία,epikouría,help,:--help.,1,vi,,sự giúp đỡ,needs_review,
1953,G1953,ἐπιλησμονή,epilēsmonḗ,forgetfulness,:--X forgetful.,1,vi,,sự hay quên,needs_review,
1955,G1955,ἐπίλυσις,epílysis,interpretation,:--interpretation.,1,vi,,lời giải nghĩa,needs_review,
1958,G1958,ἐπιμέλεια,epiméleia,care,:--+ refresh  self.,1,vi,,sự chăm sóc,needs_review,
1963,G1963,ἐπίνοια,epínoia,thought,:--thought.,1,vi,,ý tưởng,needs_review,
1974,G1974,ἐπιποθία,epipothía,great desire,:--great desire.,1,vi,,lòng mong ước lớn,needs_review,
1979,G1979,ἐπισιτισμός,episitismós,victuals,:--victuals.,1,vi,,lương thực,needs_review,
1995,G1995,ἐπιστροφή,epistrophḗ,conversion,:--conversion.,1,vi,,sự trở lại,needs_review,
2009,G2009,ἐπιτιμία,epitimía,punishment,:--punishment.,1,vi,,hình phạt,needs_review,
2011,G2011,ἐπιτροπή,epitropḗ,commission,:--commission.,1,vi,,ủy quyền,needs_review,
2030,G2030,ἐπόπτης,epóptēs,eye-witness,:--eye-witness.,1,vi,,người chứng kiến,needs_review,
2031,G2031,ἔπος,épos,word,:--X say.,1,vi,,lời,needs_review,
2055,G2055,ἐρίφιον,eríphion,goat,:--goat.,1,vi,,dê con,needs_review,
2057,G2057,Ἑρμᾶς,Hermâs,Hermas,:--Hermas.,1,vi,,Hẹt-ma,needs_review,
2061,G2061,Ἑρμογένης,Hermogénēs,Hermogenes,:--Hermogenes.,1,vi,,Hẹt-mô-ghen,needs_review,
2069,G2069,Ἐσλί,Eslí,Esli,:--Esli.,1,vi,,Ê-sli,needs_review,
2091,G2091,ἑτοιμασία,hetoimasía,preparation,:--preparation.,1,vi,,sự sẵn sàng,needs_review,
2103,G2103,Εὔβουλος,Eúboulos,Eubulus,:--Eubulus.,1,vi,,Êu-bu-lơ,needs_review,
2105,G2105,εὐδία,eudía,fair weather,:--fair weather.,1,vi,,tiết trời tốt,needs_review,
2110,G2110,εὐεργέτης,euergétēs,benefactor,:--benefactor.,1,vi,,ân nhân,needs_review,
2118,G2118,εὐθύτης,euthýtēs,righteousness,:--righteousness.,1,vi,,sự ngay thẳng,needs_review,
2140,G2140,εὐποιΐα,eupoiḯa,to do good,:--to do  good.,1,vi,,làm lành,needs_review,
2142,G2142,εὐπορία,euporía,wealth,:--wealth.,1,vi,,sự giàu có,needs_review,
2143,G2143,εὐπρέπεια,euprépeia,grace,:--grace.,1,vi,,sự tốt đẹp,needs_review,
2148,G2148,Εὐροκλύδων,Euroklýdōn,Euroclydon,:--Euroklydon.,1,vi,,Êu-rô-clít-đôn,needs_review,
2157,G2157,εὐσχημοσύνη,euschēmosýnē,comeliness,:--comeliness.,1,vi,,sự đoan trang,needs_review,
2160,G2160,εὐτραπελία,eutrapelía,jesting,:--jesting.,1,vi,,chế nhạo,needs_review,
2161,G2161,Εὔτυχος,Eútychos,Eutychus,:--Eutychus.,1,vi,,Êu-tých,needs_review,
2162,G2162,εὐφημία,euphēmía,good report,:--good  report.,1,vi,,lời khen ngợi,needs_review,
2179,G2179,Ἐφεσῖνος,Ephesînos,of Ephesus,:--of Ephesus.,1,vi,,Ê-phê-sô,needs_review,
2182,G2182,ἐφευρετής,epheuretḗs,inventor,:--inventor.,1,vi,,kẻ phát minh,needs_review,
2187,G2187,Ἐφραίμ,Ephraím,Ephraim,:--Ephraim.,1,vi,,Ép-ra-im,needs_review,
2196,G2196,Ζαρά,Zará,Zara,:--Zara.,1,vi,,Xa-ra,needs_review,
2202,G2202,ζευκτηρία,zeuktēría,band,:--band.,1,vi,,dây buộc,needs_review,
2211,G2211,Ζηνᾶς,Zēnâs,Zenas,:--Zenas.,1,vi,,Xê-na,needs_review,
2231,G2231,ἡγεμονία,hēgemonía,reign,:--reign.,1,vi,,sự cai trị,needs_review,
2239,G2239,ἦθος,ēthos,manners,:--manners.,1,vi,,thói quen,needs_review,
2242,G2242,Ἡλί,Hēlí,Heli,:--Heli.,1,vi,,Hê-li,needs_review,
2256,G2256,ἡμιώριον,hēmiṓrion,half an hour,:--half an hour.,1,vi,,nửa giờ,needs_review,
2262,G2262,Ἤρ,Ḗr,Er,:--Er.,1,vi,,Ê-rơ,needs_review,
2267,G2267,Ἡρωδίων,Hērōdíōn,Herodion,:--Herodion.,1,vi,,Hê-rô-đi-ôn,needs_review,
2283,G2283,Θάμαρ,Thámar,Thamar,:--Thamar.,1,vi,,Tha-ma,needs_review,
2291,G2291,Θάρα,Thára,Thara,:--Thara.,1,vi,,Tha-ra,needs_review,
2294,G2294,θάρσος,thársos,courage,:--courage.,1,vi,,lòng can đảm,needs_review,
2295,G2295,θαῦμα,thaûma,wonder,:--admiration.,1,vi,,sự lạ lùng,needs_review,
2305,G2305,θειότης,theiótēs,godhead,:--godhead.,1,vi,,thần tánh,needs_review,
2308,G2308,θέλησις,thélēsis,will,:--will.,1,vi,,ý muốn,needs_review,
2317,G2317,θεοσέβεια,theosébeia,godliness,:--godliness.,1,vi,,lòng kính sợ Đức Chúa Trời,needs_review,
2320,G2320,θεότης,theótēs,godhead,:--godhead.,1,vi,,Thần tánh,needs_review,
2324,G2324,θεράπων,therápōn,servant,:--servant.,1,vi,,đầy tớ,needs_review,
2329,G2329,θέρμη,thérmē,heat,:--heat.,1,vi,,nóng,needs_review,
2333,G2333,Θευδᾶς,Theudâs,Theudas,:--Theudas.,1,vi,,Thêu-đa,needs_review,
2335,G2335,θεωρία,theōría,sight,:--sight.,1,vi,,sự xem thấy,needs_review,
2336,G2336,θήκη,thḗkē,sheath,:--sheath.,1,vi,,bao kiếm,needs_review,
2339,G2339,θήρα,thḗra,trap,:--trap.,1,vi,,bẫy,needs_review,
2353,G2353,θρέμμα,thrémma,cattle,:--cattle.,1,vi,,thú vật,needs_review,
2355,G2355,θρῆνος,thrēnos,lamentation,:--lamentation.,1,vi,,than văn,needs_review,
2361,G2361,θρόμβος,thrómbos,great drop,:--great drop.,1,vi,,cục máu đông,needs_review,
2366,G2366,θύελλα,thýella,tempest,:--tempest.,1,vi,,bão tố,needs_review,
2369,G2369,θυμιαστήριον,thymiastḗrion,censer,:--censer.,1,vi,,bình xông hương,needs_review,
2375,G2375,θυρεός,thyreós,shield,:--shield.,1,vi,,cái thuẫn,needs_review,
2387,G2387,Ἰαμβρῆς,Iambrēs,Jambres,:--Jambres.,1,vi,,Giam-be-rơ,needs_review,
2388,G2388,Ἰαννά,Ianná,Janna,:--Janna.,1,vi,,Gia-na,needs_review,
2389,G2389,Ἰαννῆς,Iannēs,Jannes,:--Jannes.,1,vi,,Gian-nét,needs_review,
2391,G2391,Ἰάρεδ,Iáred,Jared,:--Jared.,1,vi,,Gia-rết,needs_review,
2397,G2397,ἰδέα,idéa,countenance,:--countenance.,1,vi,,diện mạo,needs_review,
2401,G2401,Ἰδουμαία,Idoumaía,Idumaea,:--Idumæa.,1,vi,,Ê-đôm,needs_review,
2402,G2402,ἱδρώς,hidrṓs,sweat,:--sweat.,1,vi,,mồ hôi,needs_review,
2403,G2403,Ἰεζαβήλ,Iezabḗl,Jezebel,:--Jezabel.,1,vi,,Giê-sa-bên,needs_review,
2404,G2404,Ἱεράπολις,Hierápolis,Hierapolis,:--Hierapolis.,1,vi,,Giê-ra-phô-li,needs_review,
2422,G2422,Ἰεφθάε,Iephtháe,Jephthah,:--Jephthah.,1,vi,,Gíp-thê,needs_review,
2426,G2426,ἱκανότης,hikanótēs,sufficiency,:--sufficiency.,1,vi,,sự đầy đủ,needs_review,
2428,G2428,ἱκετηρία,hiketēría,supplication,:--supplication.,1,vi,,sự nài xin,needs_review,
2429,G2429,ἱκμάς,hikmás,moisture,:--moisture.,1,vi,,hơi ẩm,needs_review,
2432,G2432,ἱλαρότης,hilarótēs,cheerfulness,:--cheerfulness.,1,vi,,sự vui lòng,needs_review,
2437,G2437,Ἰλλυρικόν,Illyrikón,Illyricum,:--Illyricum.,1,vi,,I-ly-ri-cơ,needs_review,
2456,G2456,Ἰουλία,Ioulía,Julia,:--Julia.,1,vi,,Giuli,needs_review,
2458,G2458,Ἰουνιᾶς,Iouniâs,Junias,:--Junias.,1,vi,,Giunias,needs_review,
2466,G2466,Ἰσαχάρ,Isachár,Issachar,:--Issachar.,1,vi,,Y-sa-ca,needs_review,
2490,G2490,Ἰωαννᾶς,Iōannâs,Joannas,:--Joannas.,1,vi,,Giô-an-na,needs_review,
2492,G2492,Ἰώβ,Iṓb,Job,:--Job.,1,vi,,Gióp,needs_review,
2493,G2493,Ἰωήλ,Iōḗl,Joel,:--Joel.,1,vi,,Giô-ên,needs_review,
2494,G2494,Ἰωνάν,Iōnán,Jonan,:--Jonan.,1,vi,,Giô-nan,needs_review,
2497,G2497,Ἰωρείμ,Iōreím,Jorim,:--Jorim.,1,vi,,Giô-rim,needs_review,
2503,G2503,ἰῶτα,iōta,jot,:--jot.,1,vi,,chấm,needs_review,
2514,G2514,καθαρότης,katharótēs,purification,:--purification.,1,vi,,sự tinh sạch,needs_review,
2550,G2550,κακοήθεια,kakoḗtheia,malignity,:--malignity.,1,vi,,ác tâm,needs_review,
2552,G2552,κακοπάθεια,kakopátheia,affliction,:--suffering affliction.,1,vi,,sự khổ nạn,needs_review,
2561,G2561,κάκωσις,kákōsis,affliction,:--affliction.,1,vi,,sự khốn khổ,needs_review,
2562,G2562,καλάμη,kalámē,stubble,:--stubble.,1,vi,,rơm,needs_review,
2565,G2565,καλλιέλαιος,kalliélaios,good olive tree,:--good olive tree.,1,vi,,cây ô-li-ve tốt,needs_review,
2582,G2582,Κανδάκη,Kandákē,Candace,:--Candace.,1,vi,,Can-đác,needs_review,
2591,G2591,Κάρπος,Kárpos,Carpus,:--Carpus.,1,vi,,Carpơ,needs_review,
2600,G2600,κατάβασις,katábasis,descent,:--descent.,1,vi,,sự xuống,needs_review,
2604,G2604,καταγγελεύς,katangeleús,setter forth,:--setter forth.,1,vi,,kẻ rao giảng,needs_review,
2640,G2640,κατάλειμμα,katáleimma,remnant,:--remnant.,1,vi,,phần còn lại,needs_review,
2652,G2652,κατανάθεμα,katanáthema,curse,:--curse.,1,vi,,lời nguyền rủa,needs_review,
2659,G2659,κατάνυξις,katányxis,slumber,:--slumber.,1,vi,,ngủ mê,needs_review,
2676,G2676,κατάρτισις,katártisis,perfection,:--perfection.,1,vi,,sự trọn vẹn,needs_review,
2677,G2677,καταρτισμός,katartismós,perfecting,:--perfecting.,1,vi,,sự làm nên trọn vẹn,needs_review,
2685,G2685,κατάσκοπος,katáskopos,spy,:--spy.,1,vi,,thám tử,needs_review,
2688,G2688,κατάστημα,katástēma,behaviour,:--behaviour.,1,vi,,hạnh kiểm,needs_review,
2689,G2689,καταστολή,katastolḗ,apparel,:--apparel.,1,vi,,y phục,needs_review,
2699,G2699,κατατομή,katatomḗ,concision,:--concision.,1,vi,,cắt bỏ,needs_review,
2707,G2707,καταφροντής,kataphrontḗs,despiser,:--despiser.,1,vi,,kẻ khinh dể,needs_review,
2726,G2726,κατήφεια,katḗpheia,heaviness,:--heaviness.,1,vi,,sự nặng nề,needs_review,
2731,G2731,κατοίκησις,katoíkēsis,dwelling,:--dwelling.,1,vi,,sự ở,needs_review,
2733,G2733,κατοικία,katoikía,house,:--habitation.,1,vi,,nhà ở,needs_review,
2735,G2735,κατόρθωμα,katórthōma,very worthy deed,:--very worthy deed.,1,vi,,việc rất xứng đáng,needs_review,
2740,G2740,καῦσις,kaûsis,burning,:--be burned.,1,vi,,sự đốt cháy,needs_review,
2748,G2748,Κεδρών,Kedrṓn,Cedron,:--Cedron.,1,vi,,Kết-rôn,needs_review,
2750,G2750,κειρία,keiría,graveclothes,:--graveclothes.,1,vi,,vải liệm,needs_review,
2752,G2752,κέλευμα,kéleuma,shout,:--shout.,1,vi,,tiếng kêu,needs_review,
2754,G2754,κενοδοξία,kenodoxía,vain-glory,:--vain-glory.,1,vi,,lòng khoe khoang,needs_review,
2766,G2766,κέραμος,kéramos,tiling,:--tiling.,1,vi,,ngói,needs_review,
2769,G2769,κεράτιον,kerátion,husk,:--husk.,1,vi,,vỏ đậu,needs_review,
2772,G2772,κέρμα,kérma,money,:--money.,1,vi,,tiền,needs_review,
2773,G2773,κερματιστής,kermatistḗs,changer of money,:--changer of money.,1,vi,,người đổi tiền,needs_review,
2777,G2777,κεφαλίς,kephalís,volume,:--volume.,1,vi,,cuộn,needs_review,
2780,G2780,κηπουρός,kēpourós,gardener,:--gardener.,1,vi,,người làm vườn,needs_review,
2781,G2781,κηρίον,kēríon,comb,:--(honey-)comb.,1,vi,,tàng ong,needs_review,
2785,G2785,κῆτος,kētos,whale,:--whale.,1,vi,,cá lớn,needs_review,
2792,G2792,κινάμωμον,kinámōmon,cinnamon,:--cinnamon.,1,vi,,quế,needs_review,
2796,G2796,κίνησις,kínēsis,moving,:--moving.,1,vi,,sự chuyển động,needs_review,
2797,G2797,Κίς,Kís,Cis,:--Cis.,1,vi,,Kích,needs_review,
2802,G2802,Κλαύδη,Klaúdē,Clauda,:--Clauda.,1,vi,,Cơ-lô-đê,needs_review,
2803,G2803,Κλαυδία,Klaudía,Claudia,:--Claudia.,1,vi,,Claudia,needs_review,
2809,G2809,κλέμμα,klémma,theft,:--theft.,1,vi,,sự trộm cướp,needs_review,
2810,G2810,Κλεόπας,Kleópas,Cleopas,:--Cleopas.,1,vi,,Clê-ốp,needs_review,
2811,G2811,κλέος,kléos,renown,:--glory.,1,vi,,vinh quang,needs_review,
2815,G2815,Κλήμης,Klḗmēs,Clement,:--Clement.,1,vi,,Cơ-lê-măn,needs_review,
2828,G2828,κλισία,klisía,company,:--company.,1,vi,,đoàn,needs_review,
2832,G2832,Κλωπᾶς,Klōpâs,Clopas,:--Cleophas.,1,vi,,Clô-ba,needs_review,
2834,G2834,Κνίδος,Knídos,Cnidus,:--Cnidus.,1,vi,,Sành-nơ,needs_review,
2838,G2838,κοίμησις,koímēsis,sleep,:--taking of rest.,1,vi,,giấc ngủ,needs_review,
2846,G2846,κοιτών,koitṓn,chamberlain,:--+ chamberlain.,1,vi,,quan thị vệ,needs_review,
2850,G2850,κολακεία,kolakeía,flattery,:-- X flattering.,1,vi,,nịnh hót,needs_review,
2854,G2854,κολλούριον,kolloúrion,eyesalve,:-- eyesalve.,1,vi,,thuốc bôi mắt,needs_review,
2858,G2858,Κολοσσαεύς,Kolossaeús,Colossian,:--Colossian.,1,vi,,người Cô-lô-se,needs_review,
2862,G2862,κολωνία,kolōnía,colony,:--colony.,1,vi,,thuộc địa,needs_review,
2864,G2864,κόμη,kómē,hair,:--hair.,1,vi,,tóc,needs_review,
2870,G2870,κοπετός,kopetós,lamentation,:--lamentation.,1,vi,,sự than khóc,needs_review,
2871,G2871,κοπή,kopḗ,slaughter,:--slaughter.,1,vi,,sự tàn sát,needs_review,
2876,G2876,κόραξ,kórax,raven,:--raven.,1,vi,,quạ,needs_review,
2878,G2878,κορβᾶν,korbân,Corban,":--Corban, treasury.",1,vi,,Cô-ban,needs_review,
2879,G2879,Κορέ,Koré,Korah,:--Core.,1,vi,,Cô-rê,needs_review,
2884,G2884,κόρος,kóros,measure,:--measure.,1,vi,,cô-rơ,needs_review,
2888,G2888,κοσμοκράτωρ,kosmokrátōr,ruler,:--ruler.,1,vi,,kẻ cai trị thế gian,needs_review,
2890,G2890,Κούαρτος,Koúartos,Quartus,:--Quartus.,1,vi,,Quạt-tư,needs_review,
2897,G2897,κραιπάλη,kraipálē,surfeiting,:--surfeiting.,1,vi,,say sưa,needs_review,
2913,G2913,Κρήσκης,Krḗskēs,Crescens,:--Crescens.,1,vi,,Cơ-rết-xen,needs_review,
2915,G2915,κριθή,krithḗ,barley,:--barley.,1,vi,,lúa mạch,needs_review,
2935,G2935,κτήτωρ,ktḗtōr,possessor,:--possessor.,1,vi,,chủ sở hữu,needs_review,
2939,G2939,κτίστης,ktístēs,Creator,:--Creator.,1,vi,,Đấng Tạo Hóa,needs_review,
2940,G2940,κυβεία,kybeía,sleight,:--sleight.,1,vi,,xảo thuật,needs_review,
2941,G2941,κυβέρνησις,kybérnēsis,government,:--government.,1,vi,,sự cai trị,needs_review,
2946,G2946,κύλισμα,kýlisma,wallowing,:--wallowing.,1,vi,,sự lăn lộn,needs_review,
2950,G2950,κύμβαλον,kýmbalon,cymbal,:--cymbal.,1,vi,,chập chõa,needs_review,
2951,G2951,κύμινον,kýminon,cummin,:--cummin.,1,vi,,thì là,needs_review,
2957,G2957,Κυρήνη,Kyrḗnē,Cyrene,:--Cyrene.,1,vi,,Xy-ren,needs_review,
2958,G2958,Κυρήνιος,Kyrḗnios,Cyrenius,:--Cyrenius.,1,vi,,Si-ru-lơ,needs_review,
2966,G2966,κῶλον,kōlon,carcase,:--carcase.,1,vi,,xác chết,needs_review,
2969,G2969,κωμόπολις,kōmópolis,town,:--town.,1,vi,,thị trấn,needs_review,
2971,G2971,κώνωψ,kṓnōps,gnat,:--gnat.,1,vi,,con muỗi,needs_review,
2972,G2972,Κώς,Kṓs,Cos,:--Cos.,1,vi,,Cốt,needs_review,
2973,G2973,Κωσάμ,Kōsám,Cosam,:--Cosam.,1,vi,,Cô-sam,needs_review,
2984,G2984,Λάμεχ,Lámech,Lamech,:--Lamech.,1,vi,,Lê-méc,needs_review,
2987,G2987,λαμπρότης,lamprótēs,brightness,:--brightness.,1,vi,,sự sáng láng,needs_review,
2995,G2995,λάρυγξ,lárynx,throat,:--throat.,1,vi,,họng,needs_review,
2996,G2996,Λασαία,Lasaía,Lasea,:--Lasea.,1,vi,,La-sê,needs_review,
3002,G3002,Λεββαῖος,Lebbaîos,Lebbaeus,:--Lebbæus.,1,vi,,Lê-ba,needs_review,
3005,G3005,λεῖμμα,leîmma,remnant,:--remnant.,1,vi,,phần còn lại,needs_review,
3013,G3013,λεπίς,lepís,scale,:--scale.,1,vi,,vảy,needs_review,
3024,G3024,λήθη,lḗthē,forgetfulness,:--+ forget.,1,vi,,sự quên lãng,needs_review,
3026,G3026,λῆρος,lēros,idle tale,:--idle  tale.,1,vi,,chuyện hão,needs_review,
3028,G3028,λῆμψις,lēmpsis,receiving,:--receiving.,1,vi,,sự nhận lãnh,needs_review,
3032,G3032,Λιβερτῖνος,Libertînos,Libertine,:--Libertine.,1,vi,,Người Lít-bê-tin,needs_review,
3033,G3033,Λιβύη,Libýē,Libya,:--Libya.,1,vi,,Li-by,needs_review,
3044,G3044,Λίνος,Línos,Linus,:--Linus.,1,vi,,Linus,needs_review,
3047,G3047,λίψ,líps,southwest,:--southwest.,1,vi,,tây nam,needs_review,
3055,G3055,λογομαχία,logomachía,strife of words,:--strife of words.,1,vi,,tranh luận về lời nói,needs_review,
3057,G3057,λόγχη,lónchē,spear,:--spear.,1,vi,,cái giáo,needs_review,
3071,G3071,Λυκαονία,Lykaonía,Lycaonia,:--Lycaonia.,1,vi,,Ly-cao-ni,needs_review,
3073,G3073,Λυκία,Lykía,Lycia,:--Lycia.,1,vi,,Lycia,needs_review,
3078,G3078,Λυσανίας,Lysanías,Lysanias,:--Lysanias.,1,vi,,Ly-sa-ni-a,needs_review,
3080,G3080,λύσις,lýsis,release,:--to be loosed.,1,vi,,sự giải cứu,needs_review,
3086,G3086,λυτρωτής,lytrōtḗs,deliverer,:--deliverer.,1,vi,,Đấng Cứu Chuộc,needs_review,
3090,G3090,Λωΐς,Lōḯs,Lois,:--Lois.,1,vi,,Lô-ít,needs_review,
3092,G3092,Μαάθ,Maáth,Maath,:--Maath.,1,vi,,Maath,needs_review,
3093,G3093,Μαγδαλά,Magdalá,Magdala,:--Magdala.,1,vi,,Ma-ga-đan,needs_review,
3095,G3095,μαγεία,mageía,sorcery,:--sorcery.,1,vi,,phù thủy,needs_review,
3098,G3098,Μαγώγ,Magṓg,Magog,:--Magog.,1,vi,,Ma-gốc,needs_review,
3099,G3099,Μαδιάν,Madián,Midian,:--Madian.,1,vi,,Ma-đi-an,needs_review,
3102,G3102,μαθήτρια,mathḗtria,disciple,:--disciple.,1,vi,,môn đồ,needs_review,
3103,G3103,Μαθουσάλα,Mathousála,Methuselah,:--Mathusala.,1,vi,,Ma-tu-sê-la,needs_review,
3111,G3111,μάκελλον,mákellon,shambles,:--shambles.,1,vi,,chợ,needs_review,
3121,G3121,Μαλελεήλ,Maleleḗl,Mahalaleel,:--Maleleel.,1,vi,,Ma-la-lê-ên,needs_review,
3124,G3124,Μάλχος,Málchos,Malchus,:--Malchus.,1,vi,,Mách,needs_review,
3125,G3125,μάμμη,mámmē,grandmother,:--grandmother.,1,vi,,bà,needs_review,
3127,G3127,Μαναήν,Manaḗn,Manaen,:--Manaen.,1,vi,,Ma-na-ên,needs_review,
3130,G3130,μανία,manía,madness,:--(+ make) X mad.,1,vi,,điên cuồng,needs_review,
3139,G3139,μάρμαρος,mármaros,marble,:--marble.,1,vi,,cẩm thạch,needs_review,
3150,G3150,ματαιολογία,mataiología,vain jangling,:--vain jangling.,1,vi,,lời hư không,needs_review,
3160,G3160,Ματταθά,Mattathá,Mattatha,:--Mattatha.,1,vi,,Ma-tha-tha,needs_review,
3174,G3174,μέγεθος,mégethos,greatness,:--greatness.,1,vi,,sự cao trọng,needs_review,
3181,G3181,μεθόριος,methórios,border,:--border.,1,vi,,biên giới,needs_review,
3190,G3190,Μελεᾶς,Meleâs,Melea,:--Meleas.,1,vi,,Mê-lê,needs_review,
3194,G3194,Μελίτη,Melítē,Melita,:--Melita.,1,vi,,Mê-li-tê,needs_review,
3200,G3200,μεμβράνα,membrána,parchment,:--parchment.,1,vi,,giấy da,needs_review,
3312,G3312,μεριστής,meristḗs,divider,:--divider.,1,vi,,kẻ chia rẽ,needs_review,
3320,G3320,μεσότοιχον,mesótoichon,middle wall,:--middle wall.,1,vi,,vách ngăn giữa,needs_review,
3336,G3336,μετάλημψις,metálēmpsis,taking,:--taking.,1,vi,,sự nhận lãnh,needs_review,
3352,G3352,μετοχή,metochḗ,fellowship,:--fellowship.,1,vi,,thông công,needs_review,
3355,G3355,μετρητής,metrētḗs,firkin,:--firkin.,1,vi,,thùng,needs_review,
3370,G3370,Μῆδος,Mēdos,Mede,:--Mede.,1,vi,,Mê-đi,needs_review,
3374,G3374,μηλωτή,mēlōtḗ,sheepskin,:--sheepskin.,1,vi,,da lông chiên,needs_review,
3382,G3382,μηρός,mērós,thigh,:--thigh.,1,vi,,đùi,needs_review,
3389,G3389,μητραλῴας,mētralṓias,murderer of mothers,:--murderer of mothers.,1,vi,,kẻ giết mẹ,needs_review,
3390,G3390,μητρόπολις,mētrópolis,chiefest city,:--chiefest city.,1,vi,,thành phố chính,needs_review,
3393,G3393,μίασμα,míasma,pollution,:--pollution.,1,vi,,ô uế,needs_review,
3394,G3394,μιασμός,miasmós,uncleanness,:--uncleanness.,1,vi,,ô uế,needs_review,
3395,G3395,μίγμα,mígma,mixture,:--mixture.,1,vi,,hỗn hợp,needs_review,
3400,G3400,μίλιον,mílion,mile,:--mile.,1,vi,,dặm,needs_review,
3406,G3406,μισθαποδότης,misthapodótēs,rewarder,:--rewarder.,1,vi,,Đấng ban thưởng,needs_review,
3410,G3410,μίσθωμα,místhōma,hired house,:--hired house.,1,vi,,nhà thuê,needs_review,
3412,G3412,Μιτυλήνη,Mitylḗnē,Mitylene,:--Mitylene.,1,vi,,Mity-len,needs_review,
3416,G3416,Μνάσων,Mnásōn,Mnason,:--Mnason.,1,vi,,Mê-na-sôn,needs_review,
3420,G3420,μνήμη,mnḗmē,remembrance,:--remembrance.,1,vi,,ký ức,needs_review,
3434,G3434,Μολόχ,Molóch,Moloch,:--Moloch.,1,vi,,Mô-lóc,needs_review,
3436,G3436,μολυσμός,molysmós,filthiness,:--filthiness.,1,vi,,sự ô uế,needs_review,
3437,G3437,μομφή,momphḗ,quarrel,:--quarrel.,1,vi,,lời trách móc,needs_review,
3452,G3452,μυελός,myelós,marrow,:--marrow.,1,vi,,tủy,needs_review,
